lichess_id,ply,result,crisc_player
4jDzt8Pc,80,0-1,Black
Jlru4NYb,69,1-0,White
3bcRxfGb,97,1-0,White
1GdXYC3l,57,0-1,White
8bAuoKpL,84,0-1,Black
4C99yZPZ,65,0-1,White
EqOVQPEO,69,0-1,White
rlvB3gbO,77,1-0,White
U1hAvHT3,119,1-0,White
7sN7d4tb,80,0-1,Black
63aX5TN5,96,0-1,Black
0CFp37nG,44,0-1,Black
pynzVix9,55,1-0,White
L7B4GurV,65,0-1,White
L7B4GurV,87,0-1,White
DsP1MuaG,77,0-1,White
GHHXEcQC,58,1-0,Black
7t5jyFtD,67,1-0,White
kguSbelJ,118,0-1,Black
NRsoOfwq,126,1-0,Black
PiKXeEVk,82,1-0,Black
gQHIqoYZ,56,0-1,Black
oNMGzHm8,29,1-0,White
4JRSQiM4,46,0-1,Black
S7L64XXs,48,0-1,Black
aR2lUrGO,57,0-1,White
guMJFmdQ,92,0-1,Black
9ZgZFsi6,63,1-0,White
9ZgZFsi6,85,1-0,White
KouBQQjb,107,1-0,White
3ldqYse1,46,0-1,Black
bVnMrsGT,50,1-0,Black
X2L7h1O4,40,0-1,Black
vL1UZQQW,73,0-1,White
Pqd8K55j,48,0-1,Black
Cuo35d1J,97,1-0,White
hgQe0dNm,90,0-1,Black
Az5xG0TP,82,0-1,Black
vm1mgAqT,20,0-1,Black
YaOF7BSt,78,0-1,Black
sq3yMyso,70,0-1,Black
8ufePYKW,74,1/2-1/2,Black
rYohEWr1,55,1-0,White
UWvBtRHB,67,1-0,White
jVUWFRrN,55,0-1,White
QChftQNl,87,0-1,White
2uPwW94I,50,1-0,Black
o1VxsN0t,50,0-1,Black
KKNsiDjO,54,1-0,Black
qhHCw1eN,79,1-0,White
vfAl4Jdt,55,1-0,White
Vip40yMb,105,0-1,White
lTaqYU1P,82,1-0,Black
BlNQ3wj6,52,0-1,Black
26joFJGl,60,0-1,Black
fiCcIk4l,84,1-0,Black
4VIqXqp7,45,1-0,White
MgI7f3pw,50,0-1,Black
xyrKmwyb,102,1/2-1/2,Black
Eb7Tnree,58,1-0,Black
UsdEcMn8,78,1-0,Black
I0UB4qWu,50,0-1,Black
AIJ7eVgQ,109,0-1,White
FdlkA35t,81,1-0,White
fR4Dhdr7,120,1/2-1/2,Black
doOairhT,71,1-0,White
0BtNVzrv,79,0-1,White
50KE3J8F,88,1-0,Black
qO8PwfDi,90,1-0,Black
69lsZ14Q,68,1-0,Black
CMx4NSsD,256,1-0,Black
JONocPlc,70,1-0,Black
JONocPlc,83,1-0,White
JONocPlc,87,1-0,White
kFgrB4sP,56,1-0,Black
7VmtUFSl,53,1-0,White
gqQM85gj,53,0-1,White
MqV7mTFe,40,0-1,Black
k6T6NIFz,87,0-1,White
eGb3nwnG,99,1-0,White
7ZacJimx,58,1-0,Black
EjwWPg8o,61,0-1,White
HAKNRsEI,92,1-0,Black
9NaJtwx7,35,1-0,White
0KW6C5Vi,97,0-1,White
Iir1G1Eg,56,1-0,Black
AcXqtNtK,67,0-1,White
S91IfzrV,82,0-1,Black
pEvjcJFx,66,0-1,Black
aG56stYd,45,1-0,White
6VlKfdGa,48,1-0,Black
aBL5TnAe,77,0-1,White
KVmpEIP7,72,0-1,Black
v86SKw8D,105,0-1,White
EfGieg7f,75,1-0,White
GrtrL8WR,70,1-0,Black
GrtrL8WR,74,1-0,Black
R3D3W0OE,64,0-1,Black
CGQKpcPJ,78,0-1,Black
7mTmAR4O,87,0-1,White
SKYifBPC,97,1-0,White
rPoCSRR3,61,0-1,White
IZuXAwYw,71,1-0,White
vG5IOafp,56,1-0,Black
lEw9Henp,69,0-1,White
1ErXDgZd,134,1-0,Black
RCNkvt9I,72,0-1,Black
hzmggK8R,64,0-1,Black
Ff7JyH62,50,0-1,Black
Wp1PuQxQ,53,0-1,White
JZmIBUiL,100,0-1,Black
7TLLmUhd,91,0-1,White
yrFwFGz0,66,0-1,Black
QSQMS9fC,89,1-0,White
o2lbM5vo,47,1-0,White
P7o8V5zN,47,1-0,White
9tbFQZ08,68,1-0,Black
aFDFWj4h,103,1-0,White
YQiNKpv0,99,1-0,White
wbJeBzXy,83,0-1,White
VVpdtDA5,126,0-1,Black
n21VV3bz,59,1-0,White
tfoEohst,56,0-1,Black
rTb2pD8v,117,0-1,White
vx79rHNi,56,0-1,Black
z5oDjT5t,65,1-0,White
IhExrebs,90,1-0,Black
Jcj8pJGB,124,0-1,Black
0Alqxe5M,86,1/2-1/2,Black
dCiA07pK,69,1-0,White
GfXtfsK6,69,1-0,White
HzjvXhcu,117,0-1,White
WLjy8dHo,64,0-1,Black
VjNBNkV7,40,0-1,Black
2pEjyoID,125,1-0,White
zTL4YvOP,84,0-1,Black
YFpxuWau,39,1-0,White
UBlEqqWS,62,0-1,Black
qc72beXR,78,0-1,Black
dGs4RZy7,87,1-0,White
MaWDdsrP,65,1-0,White
S71vwOB4,90,1-0,Black
yy7ozqcD,59,0-1,White
QsWaBUOO,79,1-0,White
aU96d6DK,55,1-0,White
Hk71qglJ,86,1-0,Black
Av8tKAC5,60,1/2-1/2,Black
DJMRe9lU,83,1-0,White
ph7rnjm5,82,1-0,Black
ZaiZNkyo,130,0-1,Black
UFoJsIic,78,0-1,Black
DSDo8MjE,72,1-0,Black
s96ORQr0,62,1-0,Black
WESgOURw,70,1-0,Black
7rWUrh9k,90,1-0,Black
caDIKq1W,28,0-1,Black
3H4Vlvzp,50,0-1,Black
Neakcern,65,1-0,White
RjJkLCJM,56,1-0,Black
DHp55xWk,54,0-1,Black
BVWZtZTr,74,1-0,Black
YDVc45Tc,112,0-1,Black
MqKq4E6L,58,1-0,Black
nVACtsIF,31,1-0,White
SkA5d80a,53,0-1,White
4Ls6aOF3,60,1-0,Black
YzI3baHL,85,1-0,White
A8et7NR2,85,1/2-1/2,White
JOQOX8ua,69,1-0,White
kcpqJiyv,96,1/2-1/2,Black
5LykSdFY,61,0-1,White
mVdZIBJx,77,0-1,White
qL8t521Y,104,0-1,Black
113ZOm8L,73,0-1,White
GTa5fMSI,73,1-0,White
2ivOcsji,58,0-1,Black
OCL0L9Ih,43,1-0,White
b5DbTT6v,70,1-0,Black
b5DbTT6v,73,1-0,White
32N8smpb,75,0-1,White
32N8smpb,77,0-1,White
F8Fn3hmn,38,1-0,Black
F8Fn3hmn,44,1-0,Black
58Y2Cd6u,56,0-1,Black
c4YKbZST,63,1-0,White
9drDlTJQ,59,0-1,White
P1k8TdPf,78,1-0,Black
UtIzcTyF,57,0-1,White
I9c24bud,50,1-0,Black
NLUaP2ct,60,0-1,Black
KvbybRZO,55,1-0,White
DZUCDnQV,47,0-1,White
IQ1kIliu,73,1-0,White
9IrRzctk,98,1-0,Black
yqmppm47,49,1-0,White
jJNjcz2H,80,1-0,Black
D98YXJxy,86,1-0,Black
f4TIfhUn,64,1-0,Black
SrH6HgCK,61,1-0,White
Tqfqfcvh,71,0-1,White
Uh9zx9Id,94,0-1,Black
CflEmm0K,42,0-1,Black
CplDnFg6,91,1-0,White
yizdYdgO,67,1-0,White
YYvxiTOP,76,0-1,Black
RkFYGVE5,95,1-0,White
RkFYGVE5,97,1-0,White
fQ1mnT6c,70,0-1,Black
MgIc8ydW,79,0-1,White
btm5OKZP,73,0-1,White
KqXRn6dJ,80,1-0,Black
PCL0j4Ra,89,1-0,White
7PUWuGU7,59,1-0,White
8oT3U5xH,93,0-1,White
mLXMr77D,65,0-1,White
PQUb2IvU,75,0-1,White
JFOgs7C8,41,0-1,White
3moFc8sL,110,1-0,Black
upKwzKa8,81,0-1,White
cOQgUBoX,99,1-0,White
mpF7T0Lw,142,0-1,Black
HGAgM9Px,56,0-1,Black
pUi3kJ66,51,1-0,White
atVGFSCw,69,1-0,White
MLg7TNBU,63,0-1,White
Dnyy5lq7,102,0-1,Black
23CEv8tH,62,0-1,Black
xNpCooHO,63,1-0,White
ujvXOeOo,55,0-1,White
bOBSmhEP,67,0-1,White
1o316500,66,0-1,Black
1o316500,74,0-1,Black
6YJsSYGd,69,1-0,White
zxAR7vNH,75,1-0,White
VpV6ZKCC,131,1-0,White
e50ecUf7,57,1-0,White
JnCetcFX,95,1-0,White
uwUOcvpw,64,1-0,Black
bg73FR2Y,99,1-0,White
F3nhmGWE,102,0-1,Black
Ox8edAZT,61,1/2-1/2,White
ZWZXKZzk,64,1-0,Black
b8bm6pJp,45,1-0,White
65442mIr,46,0-1,Black
3t20arr6,55,1-0,White
6hnhYngj,55,1-0,White
PZFKW9kh,71,1-0,White
3NIbw2Nu,27,1-0,White
DBJTDJka,72,0-1,Black
EAvkGoPT,109,1-0,White
6Gxc2uLK,71,1-0,White
6Gxc2uLK,81,1-0,White
L5KrBxNx,126,1/2-1/2,Black
r0Aw3Bl9,65,0-1,White
VSmLNEGz,52,1-0,Black
q2MJJMDB,60,1-0,Black
FZLIPkky,67,1-0,White
FZLIPkky,78,1-0,Black
KlFy1iks,84,0-1,Black
0HzeuyU3,56,1-0,Black
ZwtMh5RR,118,1-0,Black
d2RvfQt3,80,0-1,Black
DJG47PcJ,72,1-0,Black
DJG47PcJ,78,1-0,Black
YfKz45l4,121,1/2-1/2,White
kG2dTewn,94,0-1,Black
ltwCS98E,90,1-0,Black
PfsBzA0P,76,0-1,Black
DO94S0nP,66,0-1,Black
NNLyGQFW,138,0-1,Black
RwLcdSgl,65,1-0,White
7z7fod8p,88,0-1,Black
gOTfGi2A,62,0-1,Black
GMMqrQFF,73,0-1,White
48epeQKg,76,0-1,Black
x70lRBlF,40,0-1,Black
EgQd0ZV8,60,0-1,Black
Xsh3o4wF,75,1-0,White
YNPxl4p9,73,1-0,White
1lOv2QEG,91,0-1,White
CxcST4hB,74,0-1,Black
SoDoJWMM,63,1-0,White
LL6KvOzN,67,1-0,White
8CYSIB0f,77,1-0,White
ZPqrSKou,88,0-1,Black
04eBxJjz,82,1-0,Black
04eBxJjz,104,1-0,Black
VnT40GoN,136,0-1,Black
VJH9ovsf,109,1-0,White
iz2IbcXN,56,1-0,Black
WqRsmhAh,112,1/2-1/2,Black
UHmQfHet,103,0-1,White
Ru8rTNRH,44,1-0,Black
Ru8rTNRH,49,1-0,White
dTGAFxd6,81,0-1,White
jLP5BHX6,134,0-1,Black
h1Xh3bdx,70,1-0,Black
0WBvSU9y,41,1-0,White
ubJcQ3B0,50,0-1,Black
UhiRfI3M,74,0-1,Black
BNS4cpXa,58,1-0,Black
DDi2Pk5S,86,0-1,Black
RuhTrr92,68,0-1,Black
mmLvo2aX,59,1-0,White
HPm6m7cB,77,0-1,White
cIza2wTj,64,0-1,Black
MlJrxF0Z,105,0-1,White
BwJdjWCW,114,0-1,Black
01ShKj0r,73,0-1,White
N8HTFPpW,70,0-1,Black
xPCqIBsY,93,1-0,White
5TU43CZD,78,1-0,Black
N6AVy6kU,57,1-0,White
zmh3mXLo,70,0-1,Black
CGqLt3xK,68,0-1,Black
eIkZG2r8,46,0-1,Black
C6d2UDzp,62,1-0,Black
n0sblin8,74,1-0,Black
NV59tfgp,67,0-1,White
X16F1TP3,83,1/2-1/2,White
4NsjhhUh,63,0-1,White
udW22Xcc,48,1-0,Black
BqN9Koxb,48,1-0,Black
JGoKi0PL,56,1-0,Black
FwclINBB,78,0-1,Black
TQAEEjR9,74,0-1,Black
uLKwzNpu,52,0-1,Black
GvQWAvgN,84,1-0,Black
GvQWAvgN,89,1-0,White
GvQWAvgN,97,1-0,White
7ExB68Qd,100,1-0,Black
7ExB68Qd,112,1-0,Black
BKPGdQMG,101,1-0,White
sFYElbXq,145,0-1,White
JFzKhLTu,49,0-1,White
CI8C1dvx,57,1-0,White
EWylI1b9,62,0-1,Black
TubZVstL,82,0-1,Black
zLmuwlV1,48,1-0,Black
AC0BsgXd,90,1/2-1/2,Black
8K3JVd57,51,1-0,White
GYA68bdl,92,1-0,Black
vs68PzwX,69,0-1,White
giVOVi9y,66,0-1,Black
zQDBqp4f,70,1-0,Black
pFRV7AHS,81,0-1,White
Uxps9zAl,64,0-1,Black
pJuaXWNA,48,0-1,Black
pJuaXWNA,62,0-1,Black
MWLVihxA,122,1/2-1/2,Black
Irlsdts5,58,0-1,Black
4quD9rfL,55,1-0,White
2efngEnL,78,1-0,Black
4G641VYq,123,0-1,White
iheGks81,58,0-1,Black
pUK4eiRH,77,1-0,White
zfU5pb5T,91,0-1,White
3QUSvg0l,106,1-0,Black
kaUvx1Tx,64,1-0,Black
nt6wU0kU,91,1-0,White
WAi2q4yc,90,0-1,Black
2XHS228O,59,1-0,White
9OpFq9s7,114,1-0,Black
TTzQWe4i,77,0-1,White
Qa99yDEC,78,1/2-1/2,Black
lZgIwS5y,107,0-1,White
5bFMcA1V,64,0-1,Black
i41b003G,62,0-1,Black
zcEL8CGi,64,1-0,Black
KAL3Cibk,68,0-1,Black
0xFwgbNl,88,0-1,Black
0xFwgbNl,90,0-1,Black
I06RqiZb,126,1-0,Black
AUm88avc,57,0-1,White
2lA8016L,87,1-0,White
WF9c6mMy,89,1-0,White
zXcLHak3,85,1-0,White
SCKw1HTB,69,0-1,White
ax30iFJF,47,1-0,White
J2SSeVrB,63,1-0,White
j83Ou6C1,69,1-0,White
eveVb4ni,75,1-0,White
AV2GXyTf,94,0-1,Black
N2Ebg7Fi,68,0-1,Black
rwmu4sd7,89,0-1,White
hobCZZYv,67,1-0,White
9LN7cnXi,105,1/2-1/2,White
8lbVU5pG,89,1-0,White
Jsiup9HZ,56,1-0,Black
JI50BlY8,41,1-0,White
rWJRivTR,64,0-1,Black
cST7rcCQ,47,0-1,White
tQQpslyk,42,0-1,Black
UbOo5sUS,118,1/2-1/2,Black
Qrn3I2wO,82,1-0,Black
YpdFtb5o,59,0-1,White
oNC7Ro8x,57,1-0,White
Gp0TPeRR,46,0-1,Black
rbJIxxPW,51,1-0,White
tYVtAUyg,68,0-1,Black
qQReyY8o,36,0-1,Black
n0ki4tNs,55,0-1,White
n0ki4tNs,57,0-1,White
dNKK0ifg,88,1-0,Black
bZIluGVj,81,0-1,White
Z1qSMLnl,46,0-1,Black
d7FzDwZl,95,1-0,White
LcckEQ4U,52,0-1,Black
Lu6GuvDN,86,1-0,Black
ljTtFn32,45,1-0,White
eK6lxsVm,81,1-0,White
DEIG23AN,54,1-0,Black
7ccb9h9a,73,0-1,White
kW4ATQDP,85,1-0,White
8UVFCHmL,72,1-0,Black
8iTYmGBA,64,0-1,Black
qTn2VmRN,69,0-1,White
ZB61O2rp,79,0-1,White
qmx58axQ,89,1/2-1/2,White
lsnM2Pi3,89,1-0,White
1Fsu9oKO,89,1-0,White
hCiW3gHc,39,1-0,White
6m3YZJ9L,56,0-1,Black
7prFSSFd,83,1-0,White
Pe1qPAaf,77,1-0,White
XjQqnWDW,113,1/2-1/2,White
KWBBoKl0,75,0-1,White
AhlRa2KX,119,1-0,White
3eDESUTt,89,1-0,White
NLYGZ5sY,69,0-1,White
aY02OZrR,70,1-0,Black
5VWMoZGz,70,1-0,Black
Cat7QYFs,71,1-0,White
ubNhsLWP,70,0-1,Black
14cv0Lod,60,0-1,Black
uwSAwzUY,122,1-0,Black
Af7zupQG,132,1-0,Black
MCWKh9oC,74,0-1,Black
dPsE8UQK,80,1-0,Black
e4R1wPC1,80,1-0,Black
e4R1wPC1,100,1-0,Black
1Sn7NMS3,51,0-1,White
d5fapOYH,64,0-1,Black
YCrEI3Sq,120,0-1,Black
tXuiZwYL,62,0-1,Black
Oula7ikI,58,0-1,Black
NTv4F6GH,93,1-0,White
Atm76p4X,48,0-1,Black
RHkIofly,87,0-1,White
MaP4dCkn,81,0-1,White
mRbKMeHr,86,0-1,Black
Z3Kq3ppo,72,1-0,Black
ZCc3tyGO,81,1-0,White
CNYZeRGU,84,0-1,Black
sfJyhJrX,85,0-1,White
e14uVSbh,54,1-0,Black
kbrwpF7n,81,1-0,White
W8KBulrt,92,1-0,Black
9TP8Oeim,124,1-0,Black
8RXDP7FF,78,0-1,Black
UdxI6w0Q,101,1-0,White
780LH8as,29,1-0,White
MHi6t6cq,44,0-1,Black
SQKcNC4I,71,1-0,White
Y5ujs9Z8,71,0-1,White
VDffX79v,51,1-0,White
SLF5sILb,75,0-1,White
WKmg8HKE,46,0-1,Black
U8AjzM6e,53,0-1,White
YbyojzKq,107,0-1,White
rz9tiE5Y,57,1-0,White
to0O4AzU,120,0-1,Black
TQ9be8hK,71,1-0,White
F0n204DO,158,1-0,Black
R3nNheid,54,1-0,Black
jfSdPbr3,73,1-0,White
tiGB7aVY,77,0-1,White
RkBP9HxH,79,0-1,White
YUOK3V6I,62,1-0,Black
8R5leFx5,38,1-0,Black
pqphhHiZ,104,1/2-1/2,Black
AKQTPKNw,136,0-1,Black
DWPsGO8t,54,0-1,Black
2LUhydgi,70,0-1,Black
86dKeis3,117,0-1,White
sbXsLfep,137,0-1,White
1Q5e1qHB,44,1-0,Black
VKXng6Ia,56,0-1,Black
VKXng6Ia,85,0-1,White
6MwmVdXk,69,0-1,White
1RR0zemv,78,0-1,Black
Zvti0BFD,63,1-0,White
X7Emfauy,60,0-1,Black
U599XIgS,53,1-0,White
ws8s7xyX,57,1-0,White
WUzRGUYu,48,0-1,Black
3KovB5v5,78,0-1,Black
8F88wa3h,82,0-1,Black
2tOZhJUD,47,1-0,White
Ybsarvlw,51,1-0,White
i0XKukNP,62,0-1,Black
zN0N72vB,89,1-0,White
RprZ1JEC,62,0-1,Black
RprZ1JEC,64,0-1,Black
fvkC3OHB,89,0-1,White
fvkC3OHB,100,0-1,Black
29SHO1XL,55,1-0,White
Hn3ECU0w,54,0-1,Black
0bhyae1b,57,1-0,White
cAfbRkFJ,52,0-1,Black
pBCSARsg,81,0-1,White
MEn2Jku8,91,0-1,White
Q3PDpfhn,79,1-0,White
FmgXYej1,85,1-0,White
vTi9I2h8,67,1-0,White
SvLGpNQw,82,1-0,Black
aeBhKDsm,76,0-1,Black
7wnfpCMr,89,1-0,White
ykvyqxz3,98,0-1,Black
JhCWDK58,95,1-0,White
KThlAn2X,110,0-1,Black
0rhRc8pV,60,0-1,Black
Vgj4aHOj,58,0-1,Black
ONOdobU4,144,1-0,Black
ltK51I8W,96,0-1,Black
4Kux3Vl5,53,1-0,White
7xrbUwqb,67,0-1,White
GGrikiKy,60,0-1,Black
3ch7MJL0,61,0-1,White
3ch7MJL0,64,0-1,Black
X8CNCW7L,43,1-0,White
xe07qRm9,101,1-0,White
9SpCcFmO,97,1-0,White
4VFKTFfu,95,1-0,White
RHMjqhtN,109,0-1,White
7k0ZXDHc,54,0-1,Black
2u9OkRuy,56,0-1,Black
QsmIZj8v,48,1-0,Black
94YVt715,71,0-1,White
yz8GBXvy,99,0-1,White
yz8GBXvy,116,0-1,Black
uWuodwPG,108,0-1,Black
ZRni5Vv4,58,1-0,Black
NLlSCvXc,80,0-1,Black
D8ANYX5e,72,1-0,Black
D8ANYX5e,74,1-0,Black
D1owmROO,83,0-1,White
SvKg3I3E,70,1-0,Black
KbMoXiJ6,86,1-0,Black
A6vA43tq,57,1-0,White
KXZ3Ze3a,67,1-0,White
oW6hDQtS,56,0-1,Black
ygyGswhB,82,1/2-1/2,Black
6B3qONeO,94,1-0,Black
E6CdgECH,88,1-0,Black
8uXvDCBo,87,1-0,White
NF1cPWWC,55,1-0,White
Q3aVDD5b,56,0-1,Black
MUHs3xXx,59,1-0,White
gf6Z8SL8,85,1-0,White
7slUXcgq,85,0-1,White
mBf8VDgu,83,1-0,White
Uwf9nro0,34,0-1,Black
GVFanoNC,53,1-0,White
8XBRjsmm,64,0-1,Black
j8agrX1T,81,0-1,White
7Uubs9JQ,75,0-1,White
paGHW2Bt,72,0-1,Black
3k0dQ5Dk,70,1-0,Black
3jx7xmaF,108,1-0,Black
6FpPWa91,81,1-0,White
4As12qBZ,53,0-1,White
qbTywfz0,62,1-0,Black
4oUgg8AP,75,1-0,White
DixIvk32,67,1-0,White
4m7I9D5W,50,0-1,Black
VVFhXNu7,99,1-0,White
a0f02qif,72,0-1,Black
8S1QMBeS,82,1-0,Black
n2OLmGDL,58,0-1,Black
J02rM6RA,88,0-1,Black
RaD8kCid,49,1-0,White
424QeFjW,76,1-0,Black
5tjcR2iB,65,1-0,White
XY4eVpjF,98,0-1,Black
XcArlSem,138,1/2-1/2,Black
tjlaKQDW,55,0-1,White
CgnccunT,73,1-0,White
1sX5G51O,66,0-1,Black
J5YJnm30,73,1-0,White
bBFLKIW8,52,1-0,Black
r0n02Dh3,81,0-1,White
Iz2ygn5M,56,0-1,Black
QZuPWrm5,48,1-0,Black
3BWN1yB7,81,0-1,White
fpIpaOYu,30,0-1,Black
5UEy0zS6,88,1-0,Black
NYd0eQ5S,59,1-0,White
xatbqMOl,52,1-0,Black
AEbBX5od,56,0-1,Black
y5e3gHO0,47,0-1,White
5NEv3PMV,115,0-1,White
gqy0024y,85,1-0,White
gqy0024y,89,1-0,White
148f9gPe,74,1-0,Black
Xu3L6eYU,29,0-1,White
r9aHNUwS,73,0-1,White
aXIASGhW,91,0-1,White
aXIASGhW,102,0-1,Black
xiRyi6W2,85,1-0,White
8ukj3tzr,64,1-0,Black
1FGD9Hbz,49,1-0,White
S0tsILkT,63,0-1,White
TBekY4Di,83,1-0,White
xoDMHosE,58,0-1,Black
Fk0DLDVl,71,1-0,White
joiZmbx0,80,1-0,Black
oacn5TPu,99,1-0,White
LJXfsJZh,91,1-0,White
LIQrGas7,47,1-0,White
Bgv1luPC,100,0-1,Black
CSzsLbCR,101,1-0,White
LyeQj0zy,48,0-1,Black
9JHRuwpB,60,0-1,Black
3Ro6nAPL,77,1-0,White
ImWgZejk,45,1-0,White
s3Bb6Rbh,112,1/2-1/2,Black
WB6Iofzx,88,0-1,Black
DCVrevLE,110,0-1,Black
qX5icBox,64,1-0,Black
EgBzyLuZ,119,1/2-1/2,White
zoQmCnBe,63,1/2-1/2,White
bABUzfXY,102,0-1,Black
pASYm5tt,74,0-1,Black
e9Is3ZlU,105,0-1,White
rzvU1Cl0,56,0-1,Black
mc2G6FT0,143,0-1,White
f0rE5o5Z,90,0-1,Black
zvUmD5Bt,82,1-0,Black
vK4KxZB4,64,0-1,Black
vK4KxZB4,88,0-1,Black
6C1d8y0T,65,1-0,White
OBZmrbLY,88,0-1,Black
osUMASW6,78,0-1,Black
4FTXmOVI,83,1-0,White
dJxgeeGO,67,1-0,White
v4O71MGj,65,1-0,White
3B3NjR2N,63,1-0,White
lKgrpHJo,43,1-0,White
2TRfXl3G,77,0-1,White
6eoIoZw1,39,1-0,White
iOV9suTs,71,1-0,White
5Az6qVuN,60,1-0,Black
VKM3xSwZ,103,0-1,White
Xs8Il4zC,57,1-0,White
r2otnXbb,53,1-0,White
7S2tmkTL,61,0-1,White
jf5cElAF,67,0-1,White
0cf2YlEI,59,1-0,White
1Cu5YVGw,79,1-0,White
YP63tNQQ,103,1-0,White
KNZPH5v5,66,0-1,Black
SAiD7wpi,45,1-0,White
ke3VmkMf,69,1-0,White
7V8nwl45,69,0-1,White
CvAgdWKE,68,1-0,Black
2ymbjEkL,83,1-0,White
b0AOuMsy,75,1-0,White
1veJxya9,61,1-0,White
rbilyOm7,54,0-1,Black
tSQMO1hI,78,0-1,Black
NxW5Z8vZ,81,0-1,White
iVRy7JGx,68,1-0,Black
M8YOMd4b,53,1-0,White
OebPAnLU,45,1-0,White
1EVqO1o5,67,1-0,White
Txh0ga9e,104,1-0,Black
r8f4Bd3M,58,1-0,Black
RgOzYyxH,128,1-0,Black
NXztseNJ,60,0-1,Black
ipoRbQ4I,57,1-0,White
TolhjThL,65,1-0,White
8bvAqmZT,73,0-1,White
1aEJGyTN,60,0-1,Black
V4K0WX3g,68,1-0,Black
5ZNNO1Cz,94,0-1,Black
aN0JfI0v,55,1-0,White
Sk93iM8U,86,1-0,Black
hRIkwhZ8,109,0-1,White
BrO1bcFN,63,1-0,White
TYwvtLhP,64,0-1,Black
TYwvtLhP,66,0-1,Black
QmdEtUs0,100,0-1,Black
YhUolVVi,94,0-1,Black
jrKFweBT,81,0-1,White
pS85MxA8,82,1-0,Black
qeflIQeM,68,1-0,Black
M0iP8xPY,45,1-0,White
9ZK0HfDo,61,1-0,White
upVm6XW0,111,1-0,White
DBzykp4L,83,1-0,White
rytB1UT2,71,1-0,White
hxMzW3ug,55,1-0,White
P7NB4sYn,127,0-1,White
YywiJLFr,109,0-1,White
YywiJLFr,111,0-1,White
4xm5Lyu8,71,1-0,White
9RUnvLXk,59,1/2-1/2,White
9RUnvLXk,115,1/2-1/2,White
jTiWkO8I,99,1-0,White
7OrSz410,73,1-0,White
KIFZu1Yv,34,0-1,Black
0aJSJjFS,43,0-1,White
qrLeLh3P,106,0-1,Black
tU79z2yE,75,0-1,White
jmcHaevN,94,0-1,Black
anC4yYU4,80,0-1,Black
ibxUtZIT,42,1-0,Black
IwebRRKx,73,1-0,White
4XbuPMdH,82,0-1,Black
uLT8JGz0,56,0-1,Black
O9W89W07,61,0-1,White
QtZP78kK,38,0-1,Black
rSJ6E7us,83,1-0,White
fmJLfIpa,57,0-1,White
fmJLfIpa,64,0-1,Black
fmJLfIpa,77,0-1,White
ZTasNW7s,57,1-0,White
drqR3pHc,72,0-1,Black
ZNvPGfLi,43,0-1,White
6UFs8ecv,63,0-1,White
m9W7eY9F,85,1-0,White
hfrLoPjF,126,1-0,Black
FMQKlK1n,53,1-0,White
lRag9ktG,91,1-0,White
U2xBFGs6,68,1-0,Black
IneIJljB,54,0-1,Black
QhPSEFga,66,0-1,Black
eP4Tce2m,156,1-0,Black
xYZf3I0y,44,0-1,Black
LqAUT2ly,49,1-0,White
YtWk99MS,85,1-0,White
qvoYqrfy,61,0-1,White
8lfmloGU,78,0-1,Black
eeAUu0ys,93,1/2-1/2,White
0PVKegZg,127,0-1,White
jpNQpcfm,53,1-0,White
VLN1NMrw,62,1-0,Black
N2yMSbM7,99,0-1,White
e7pFrD0W,72,1-0,Black
nBXCQ3vr,71,1-0,White
yZmFKmxg,63,0-1,White
jcoeKZFW,40,1-0,Black
MElbpGla,62,1-0,Black
MElbpGla,75,1-0,White
MElbpGla,77,1-0,White
kQdmFWbo,84,0-1,Black
mZUPGwGC,53,1-0,White
e1dBHA36,49,1-0,White
KlNAyBHj,59,0-1,White
HM3C4RhD,61,1-0,White
HM3C4RhD,63,1-0,White
CDOAIdpi,49,1-0,White
uWd6JiEA,111,0-1,White
ItEcjBhL,84,0-1,Black
TMrf924a,59,0-1,White
4TfV2vlN,62,0-1,Black
kq9k5Da6,83,0-1,White
lM82ZsQ7,73,1-0,White
1hMDgsHP,89,0-1,White
sRl3aFLH,42,1-0,Black
EJzwKExF,114,0-1,Black
nMKPcGWg,64,0-1,Black
NsRA7yWX,61,1-0,White
X43BffTs,37,0-1,White
sktJNC2x,76,1-0,Black
VEfpU4ki,96,1-0,Black
LsqkSYEj,58,0-1,Black
NfMfblRj,87,0-1,White
s1ktUpg8,67,0-1,White
4zUMGMpR,86,0-1,Black
DM7p9mMc,53,1-0,White
j8D58ij9,54,0-1,Black
DQgMez93,117,1-0,White
HqleBhHl,113,1-0,White
yTIs87ws,25,1-0,White
yGr0ueCN,64,1-0,Black
17eRINAQ,93,0-1,White
kiDhrUBP,64,0-1,Black
RF83ZQ3U,29,1-0,White
dvxn0TEk,70,1-0,Black
L6KeQYsU,55,1-0,White
L6KeQYsU,57,1-0,White
3ldcKcN9,85,1-0,White
NGO0ak2T,71,1-0,White
01TSApED,52,0-1,Black
L8PtxQsF,126,0-1,Black
9UKdh1LC,71,1-0,White
MqSBehA5,67,1-0,White
zFXmXI2R,74,0-1,Black
pwsiIKnS,78,0-1,Black
LNsutdAQ,66,0-1,Black
LNsutdAQ,72,0-1,Black
Mu8PbjH2,86,1-0,Black
GTCQnzMB,53,0-1,White
