lichess_id,ply,result,crisc_player
KWfX0t8Z,87,0-1,White
s7uCxTK9,53,0-1,White
orFobscy,34,0-1,Black
ThL9QjL0,68,0-1,Black
2uuXWtAK,75,0-1,White
W0mArsO0,51,1-0,White
wyai06Q7,58,1-0,Black
kpQ1ZPgT,74,0-1,Black
LhNLvJ9U,63,0-1,White
FMjoXFOr,76,1-0,Black
e39cJZtF,45,0-1,White
SsEkt0rq,89,0-1,White
qQW4phFg,46,1-0,Black
sa85wW0i,121,0-1,White
bR4Fo01J,40,0-1,Black
QLrM9Kc4,80,1-0,Black
oSjjaWA9,75,1-0,White
JWooyt7h,62,0-1,Black
SO1cU9sU,72,1-0,Black
dzn9MupQ,49,1-0,White
fcAcg5S0,57,1-0,White
8QS5ctCC,106,0-1,Black
N5JacTUg,106,1-0,Black
Vw62yl0O,116,1/2-1/2,Black
PQu44lhr,78,0-1,Black
N0jkE5Nk,94,1-0,Black
LV7qOO5J,47,0-1,White
eFnkdaB9,93,1-0,White
Ht1PSqYv,96,1-0,Black
3PrTYTDG,74,0-1,Black
xhOFoRxT,65,0-1,White
W30fO4Qt,62,0-1,Black
Gvir1P8s,56,0-1,Black
lb89bsTD,94,0-1,Black
rvjwOQiB,31,1-0,White
cyAvdDJR,86,0-1,Black
b54Levjh,80,0-1,Black
DDI6cILt,64,1-0,Black
Fp2swsjj,75,1-0,White
AA6I1nQd,63,1-0,White
bLjIXWx4,51,0-1,White
cYqjnZMF,83,0-1,White
qVEb8ArZ,97,0-1,White
SLRtll50,85,1-0,White
BhP3ucy1,83,1-0,White
lkGqSpCs,48,0-1,Black
6syRif8f,77,1-0,White
NCnSv2KG,52,1-0,Black
Ak4N9SIh,74,1-0,Black
7uOGtG3D,102,0-1,Black
mWKWl6SB,71,1-0,White
jFGkpOa2,70,1/2-1/2,Black
Ky8Ml7PQ,47,1-0,White
3T0qLJ6v,45,1-0,White
agg6p8Ax,68,0-1,Black
IU7n61yf,77,0-1,White
1UvvfyUt,92,0-1,Black
dzFhDUEc,68,1-0,Black
r541MvKp,127,0-1,White
no2cH1Bh,67,1-0,White
AjKOyV9d,82,0-1,Black
98U83VSF,67,0-1,White
IIpyOGPJ,68,0-1,Black
ATxTacXP,60,0-1,Black
SYIrorOZ,113,1-0,White
7CT7OmE3,52,1-0,Black
xKpkRaKV,57,0-1,White
LP8X6s7O,60,1-0,Black
8Mk9BXe4,78,0-1,Black
dyReZQE5,69,0-1,White
gBBzHuem,57,1-0,White
qx1OSNlL,53,1-0,White
OVHaIY4j,84,0-1,Black
PEdbIjM3,43,1-0,White
2NHRvvN3,69,1-0,White
2NHRvvN3,76,1-0,Black
F1oIoglZ,87,0-1,White
2zC2VJRp,66,0-1,Black
1tEovgLF,57,0-1,White
k5gksV11,120,1/2-1/2,Black
GhKXxlsd,53,1-0,White
aOCkYW6U,34,0-1,Black
p8YCasEZ,53,0-1,White
I6kbio8t,65,0-1,White
6n4OT6Jy,58,1-0,Black
jsVOzlEa,51,1-0,White
Ox3K1bDb,86,0-1,Black
9wBBA6th,114,0-1,Black
FJ2hIDW0,125,1-0,White
EiloOEAR,98,0-1,Black
voDIxE4d,81,1-0,White
Nc7elbwR,43,1-0,White
jxJOZ642,73,0-1,White
ZJyRAyHR,88,1-0,Black
9FTtEM8h,37,1-0,White
ffiCVIaK,57,1-0,White
SQvJgrkI,49,1-0,White
LGrAgG8S,55,0-1,White
aoa3bC8F,88,1-0,Black
niRkGprR,113,1-0,White
lY24q65o,51,1-0,White
H0kk9jMq,53,1-0,White
Kuv56nbz,63,1-0,White
DpCVTZoV,121,1-0,White
8IYK2jGs,89,1-0,White
Cv6MBCn7,47,1-0,White
HgY5ClJF,100,0-1,Black
E5BrxGlf,121,1/2-1/2,White
LV4j9d1j,118,0-1,Black
RDvVafZb,54,1-0,Black
ZjClzOHV,63,0-1,White
ZjClzOHV,73,0-1,White
Ecxgcm5O,58,0-1,Black
xsFWPMKg,85,1-0,White
UnHzvQv1,73,1-0,White
C3sJqs6X,62,1-0,Black
X5Z4co3E,108,1-0,Black
5fAAlbua,96,0-1,Black
WG1dYo9l,124,1-0,Black
OazFRGwB,81,1-0,White
BBmSF5Xn,55,1-0,White
0uQgZpHG,37,1-0,White
3WWqx018,85,1-0,White
HW4a5uAz,95,0-1,White
wpxTQ8ct,82,0-1,Black
BqJIXu6T,81,0-1,White
K23wDJ7u,81,1-0,White
T0pTdH9G,66,1-0,Black
FntTSU9B,68,0-1,Black
g9qYSR4y,54,0-1,Black
9HADmgTu,51,1-0,White
UiYMsyLj,65,0-1,White
9AK1IHSN,64,0-1,Black
unw9hh5H,41,1-0,White
IeeeDDmA,148,1/2-1/2,Black
5su1bkgB,61,1-0,White
cJiYJA6j,67,1-0,White
E1riGFoX,95,1/2-1/2,White
E1riGFoX,97,1/2-1/2,White
Fj47d6q2,108,0-1,Black
2BIBPctl,94,0-1,Black
Cowi5Z1U,73,1-0,White
Cowi5Z1U,75,1-0,White
rD0bfZst,74,0-1,Black
PoNli6B4,55,1-0,White
PoNli6B4,59,1-0,White
wjWJpB1I,101,1-0,White
aAYpPveF,115,1-0,White
CKonBIuS,57,1-0,White
m5BCWKsM,79,1-0,White
Sj8On446,47,1-0,White
JrfSw4QK,111,1-0,White
JrfSw4QK,114,1-0,Black
AxxxbvRB,112,0-1,Black
EHiby7zC,117,1-0,White
eikElIBO,65,0-1,White
iaBJCVr9,91,1-0,White
IyNdGXbk,42,0-1,Black
mDM9Q6EM,72,1-0,Black
SVda9KnT,51,1-0,White
QKs1BzjF,75,0-1,White
1ihM7yFr,55,0-1,White
wVWihQ0u,87,1-0,White
CVuo4pYd,115,1/2-1/2,White
WiNqkCBa,75,0-1,White
ysUowHNH,146,1/2-1/2,Black
jyjDqHHG,110,1-0,Black
f7zf64YI,47,0-1,White
gJXGjk1a,101,1-0,White
fbJnAGLz,60,0-1,Black
2C7UmkMz,76,0-1,Black
v5UwY4mD,46,0-1,Black
LRbhsTT6,59,1-0,White
V72sHYxs,75,1-0,White
sW6xAPH0,68,1-0,Black
fBxJLE8s,85,1-0,White
Tvg4no41,46,0-1,Black
PF10H4vu,81,1-0,White
aK5XIEdq,85,0-1,White
8ptvTkwo,72,0-1,Black
NARBlqT7,97,1/2-1/2,White
0hWWvvRs,75,0-1,White
NVcTUrsh,24,0-1,Black
Oh3D187C,73,0-1,White
0UgsDERm,101,0-1,White
ZkVwsD1Y,79,1-0,White
61JzbBMk,76,1-0,Black
v20i4aWg,92,1/2-1/2,Black
66jWVj7f,67,1-0,White
0xxqzJrT,67,1-0,White
xm2w7XMC,48,1-0,Black
sX1XJAFr,58,0-1,Black
jfhJzaYB,76,1/2-1/2,Black
8Z0Ghe4y,68,0-1,Black
Qwra7iY4,67,0-1,White
oTdtYQyd,97,1-0,White
oTdtYQyd,118,1-0,Black
wkFY08Nd,116,1-0,Black
LPoQ8W9t,43,0-1,White
pj4qQzSS,64,0-1,Black
Z7INidb1,82,0-1,Black
KHd9ncdS,69,0-1,White
kds6S57z,86,0-1,Black
iUN6O6AS,80,1-0,Black
Yxh9yANe,63,1-0,White
e1nxvmTk,71,1-0,White
z4wVLvWW,68,0-1,Black
5E6rjiqW,70,0-1,Black
M6YO05fU,50,0-1,Black
2KvHm6aY,95,1/2-1/2,White
P1diaVlr,78,0-1,Black
75RrjSO6,48,0-1,Black
SLpXPp2N,51,0-1,White
SLpXPp2N,53,0-1,White
OMQOuf6D,75,1-0,White
cC65ed0h,84,0-1,Black
5mitOdEP,62,0-1,Black
Qx37kRC1,71,0-1,White
Qx37kRC1,73,0-1,White
RDGCuPt7,68,1-0,Black
OXzStzaO,48,0-1,Black
SiXIcj5v,91,1-0,White
bH8hK3dp,60,0-1,Black
PD2jTJ4D,89,0-1,White
JUBy4RFQ,75,0-1,White
OadHfPq3,59,1-0,White
dlMudM9Q,63,1-0,White
k6dihOei,75,0-1,White
fD62ggDX,60,0-1,Black
fD62ggDX,62,0-1,Black
TijruwTC,86,0-1,Black
a4hrIJU8,65,1-0,White
8eDf2QS8,100,1-0,Black
JWijCYK1,43,0-1,White
hEVlQGpv,93,1/2-1/2,White
bxBjijNm,59,1-0,White
7T9v2Wqe,73,1-0,White
mHW9cl0Q,84,0-1,Black
mHW9cl0Q,104,0-1,Black
YCNcqjSJ,72,0-1,Black
NvRSsKEf,63,0-1,White
jUdaGOT6,49,0-1,White
xayu5sU1,90,1-0,Black
5vEwiyNU,47,1-0,White
9f17OaeM,50,0-1,Black
onb5zupH,90,0-1,Black
aqxIUhRj,85,0-1,White
jKtXJXuN,65,1-0,White
KxIGeGoI,50,1-0,Black
SO7SfZ5t,93,0-1,White
9BxQ0t44,58,0-1,Black
miFo4i06,60,1-0,Black
1UT18G23,83,0-1,White
Hln32M6j,72,1-0,Black
Hln32M6j,74,1-0,Black
mAdCWZTx,61,0-1,White
IKwpayrR,80,0-1,Black
7LEqJXKZ,38,1-0,Black
D8huecfF,48,0-1,Black
B4QrWhYX,79,1-0,White
B4QrWhYX,89,1-0,White
ImuIVknT,57,1-0,White
cV6784VS,127,0-1,White
qLFJ7Zmi,70,0-1,Black
AOHd398v,43,1-0,White
AOHd398v,47,1-0,White
pK3WcPzh,73,0-1,White
MGmYx2fJ,94,0-1,Black
RmFCthrs,49,1-0,White
RmFCthrs,51,1-0,White
XwLrC7d8,106,0-1,Black
Xx6BuFhT,71,0-1,White
pmdoI5xi,74,0-1,Black
TaLlQsMs,51,0-1,White
TVIQeltd,61,0-1,White
tXI0b6Vv,98,0-1,Black
8rDgW5EZ,83,1-0,White
QacWi35j,105,0-1,White
Hwqg0BkW,67,1-0,White
Gpz6Y3aZ,84,1-0,Black
2dZPxq3T,46,1-0,Black
jBXGb1lL,70,0-1,Black
3OVQA78i,51,1-0,White
zBIaNhEX,54,0-1,Black
PWth4sRL,63,1-0,White
PWth4sRL,65,1-0,White
vrafOfX3,61,1-0,White
hlBBOKsd,101,0-1,White
IFnqhkWP,89,1-0,White
EAI6WdJB,99,1-0,White
phqTcMw9,94,1-0,Black
817YirIG,114,1/2-1/2,Black
NC9OtBe6,104,0-1,Black
TLC3tP2s,76,0-1,Black
vLlnkvFB,76,1-0,Black
XVJObqsC,98,0-1,Black
gip8X5V9,77,1-0,White
n1MU2L2u,44,0-1,Black
o1oHKFRJ,54,1-0,Black
xjc4zUPY,50,1-0,Black
cXudI0f6,79,1-0,White
HxrviJd0,51,1-0,White
K9uhNYpk,136,1-0,Black
PxKw38Uq,61,1-0,White
xaNmSXe3,54,1-0,Black
SbHAUwEA,51,1-0,White
DMyRjR82,48,1-0,Black
V40IN5Dz,50,0-1,Black
HYTGlex6,69,1-0,White
6oLiMOYA,76,1-0,Black
ZZRp8Kbx,56,0-1,Black
91VWq4Tu,115,0-1,White
9K9E3w1V,71,0-1,White
itPFUhUN,57,1-0,White
DwfEr5Zd,50,1-0,Black
DwfEr5Zd,54,1-0,Black
LL40PXuz,49,1-0,White
IRWaePiz,83,0-1,White
U8m80vbN,83,1-0,White
pQaGvQp1,92,0-1,Black
68ISbiDo,70,1-0,Black
AkRF3Y3J,32,0-1,Black
A5JytttG,41,1-0,White
GGGySC6U,138,0-1,Black
YeRJXDvI,50,1-0,Black
VwUCuKFT,71,1-0,White
obxQZxtp,94,0-1,Black
CR5txs2c,94,1/2-1/2,Black
6NCUJztx,56,1-0,Black
SCToJqg6,60,0-1,Black
hItuOgZD,51,1-0,White
VHgF9tUO,116,1/2-1/2,Black
wWR93txR,56,0-1,Black
BtFIIG2v,86,0-1,Black
Eft9FfSK,94,0-1,Black
K9QGGlnU,71,1-0,White
WYf2INxN,116,1-0,Black
NXwdOpaI,48,1-0,Black
LV0Vl8Ff,72,1-0,Black
238BCoQU,85,1-0,White
XVxVIqmX,79,1/2-1/2,White
RLgcS3gF,43,1-0,White
8qQ4InXf,91,1-0,White
Gyr0BNv0,62,0-1,Black
kr9W6ZT2,78,1-0,Black
kr9W6ZT2,90,1-0,Black
qfpkY8gW,86,0-1,Black
YDrtEmh7,52,1-0,Black
EylOc8q3,77,1-0,White
JnFKIp7L,57,1-0,White
xtlqtKuX,64,0-1,Black
UWESjehe,59,1-0,White
ADQi2jXZ,87,1-0,White
1TNC0jku,44,0-1,Black
IzZOU87n,64,0-1,Black
tljZGsoe,73,0-1,White
MPnAhHVO,28,1-0,Black
SmbuX8wh,30,1-0,Black
17UuOSaj,68,1-0,Black
19cd4GGX,37,1-0,White
MIthZuqu,58,1-0,Black
G7fIrDzG,55,1-0,White
Pjxm1Pf7,72,0-1,Black
2qY8t7s6,39,0-1,White
dx5P9YCH,85,1-0,White
JndhgU43,131,1/2-1/2,White
okSV49l2,53,0-1,White
ZRVN7J2I,65,0-1,White
RAJmEiwm,74,1-0,Black
3u4JWF5v,71,1-0,White
rPV04dFf,50,0-1,Black
OVuwZwto,82,0-1,Black
Qu40lPYC,75,1-0,White
RpODohnX,62,0-1,Black
RpODohnX,64,0-1,Black
zdviqcCq,89,1-0,White
sjvppAuA,77,0-1,White
wSbgmASP,33,0-1,White
wSbgmASP,61,0-1,White
MZ39fAm9,93,0-1,White
i6JEDPbQ,82,0-1,Black
5r83HHsY,124,0-1,Black
h8nkY1Wb,54,1-0,Black
h8nkY1Wb,65,1-0,White
9MjEf7Cr,97,1-0,White
zlssxugP,86,0-1,Black
Wexlspnx,82,0-1,Black
a5iSW9N6,64,0-1,Black
SiotpwvN,65,1-0,White
9vuJWMvJ,54,0-1,Black
SjbPQRC0,70,0-1,Black
8FI0Ot7x,146,1-0,Black
1O7tun8U,101,0-1,White
b0JLrC9K,121,1-0,White
DSozTHEe,82,0-1,Black
8ODjbFwg,68,1-0,Black
La6t7w5m,62,0-1,Black
UUgzCvMW,72,1-0,Black
4QMEDZD7,55,1-0,White
dhuvOW8f,50,1-0,Black
1lABf9s4,123,0-1,White
xJVjRq7m,72,1-0,Black
eehRuXsi,32,0-1,Black
auj0SAtZ,82,1-0,Black
dlk4u8Q5,83,1-0,White
MoGehzlX,53,0-1,White
SRgIQmaE,101,1-0,White
TrSKz7t9,81,1-0,White
Dm4UZceS,84,1/2-1/2,Black
iXR60rSW,75,1-0,White
VnuKimlu,53,1-0,White
d5opzAJd,100,0-1,Black
J991ZH0A,65,1-0,White
Z0z37U03,98,1-0,Black
H2TBFIMh,68,0-1,Black
HWipuWIE,79,1-0,White
VmnLN58F,45,1-0,White
IwURORAT,126,0-1,Black
IFDhTCG5,89,1-0,White
IFDhTCG5,93,1-0,White
fd1nIvBK,52,0-1,Black
fd1nIvBK,56,0-1,Black
fd1nIvBK,60,0-1,Black
DYTcU9FW,67,1-0,White
0YbEESbT,65,1-0,White
AnxOvhDf,56,0-1,Black
z5NCzHrl,59,0-1,White
FkiiMzDf,64,0-1,Black
AQsqKxub,57,0-1,White
M8WqzyUK,77,0-1,White
G6737jdI,67,0-1,White
TxOMYdpO,58,0-1,Black
L86bNSqw,69,1-0,White
JGHTsLXe,79,0-1,White
29ngmXa1,60,0-1,Black
AYPyAsXi,66,0-1,Black
DmaPeDUJ,39,1-0,White
8xmz6MBb,82,1-0,Black
53JzVNaJ,102,0-1,Black
lo1ulqws,72,1-0,Black
9PwG6mBR,59,0-1,White
IODM5lCv,58,0-1,Black
X4GaByXm,93,0-1,White
cXvG1Nfp,64,1-0,Black
SgMM8eV0,63,1-0,White
fiGmBYxW,82,1-0,Black
SDNO9qEy,73,1-0,White
SInhwd2s,55,1-0,White
BGYyd4Br,78,1/2-1/2,Black
Muk49H5F,83,0-1,White
MfLc9uiI,73,1-0,White
qKhJimsk,67,1-0,White
p6JCjMRj,78,1-0,Black
naiZeiem,45,1-0,White
gkAuT6A5,58,0-1,Black
PRrR8TpX,65,0-1,White
d2h9Vf4W,33,1-0,White
krRJ0m1s,54,0-1,Black
5WA3hOer,95,1-0,White
VuFddlFM,74,0-1,Black
p2tQ6tSd,51,1-0,White
XSBwHFoJ,52,1-0,Black
xCp4b3VP,57,1-0,White
Jg9435d9,75,0-1,White
5Hv4f3Dn,101,0-1,White
S1RQQ4bQ,94,0-1,Black
7aRYloa7,53,1-0,White
YhuWxnuO,60,1-0,Black
2Sx5RPPy,59,1-0,White
3CWwDarb,61,1-0,White
7tY6FRDI,57,1-0,White
3MYRFMN5,68,0-1,Black
OapKYII7,67,0-1,White
mGgGGcZm,129,1-0,White
NTUHgjzC,40,0-1,Black
7OxnSvfH,99,1/2-1/2,White
ffokEgju,61,1-0,White
0QI92KwG,66,1-0,Black
HfKsg2QZ,65,1-0,White
HfKsg2QZ,69,1-0,White
WfE3AgH2,72,1-0,Black
nuCV0uzQ,57,1-0,White
78kU0Fw5,65,0-1,White
BPZFr35q,50,1-0,Black
wBkqJ1Qa,80,0-1,Black
J5fyli3X,58,1-0,Black
06EkFaDY,54,1-0,Black
OtXaernJ,52,1-0,Black
5ezW5zYE,84,1-0,Black
Cjx2nHm0,121,1/2-1/2,White
cYpTbBi0,83,1-0,White
GAiexHPD,71,1-0,White
5AMukX5Y,102,0-1,Black
OdEtalDQ,65,1-0,White
F4pKr2V5,57,1-0,White
AFJP1u49,46,0-1,Black
IK94TIsC,69,1-0,White
uviKpjmJ,65,1-0,White
K4KVfdiH,41,1-0,White
K4KVfdiH,49,1-0,White
NzyJfbzp,79,1-0,White
POEnNN1G,38,0-1,Black
AjvSO7vS,66,0-1,Black
HEZq43NR,55,0-1,White
INrmbvAs,63,1-0,White
SzIXLRHw,61,1-0,White
Gs2t79En,25,0-1,White
lyzpBOFd,75,1-0,White
NQkzxoj6,121,1-0,White
fYDq41Tt,54,1-0,Black
We8tunmk,58,0-1,Black
EIr6wg70,56,1-0,Black
FfU1SfDS,117,0-1,White
3bX6O3Iz,67,1-0,White
GY14zqfm,57,1-0,White
91xvbnW1,45,0-1,White
ZlijT57V,88,1-0,Black
NkMam75D,86,1-0,Black
QdA1KwtA,57,0-1,White
E3nRjYgk,59,1-0,White
YBTnTTMa,90,0-1,Black
4XoPkLXA,82,0-1,Black
Yv1tmGLT,64,0-1,Black
a84q1CxH,60,1-0,Black
DhWHPvT2,59,1-0,White
u8mnLQzQ,136,1-0,Black
NK8B3BSG,63,1-0,White
UXzxDGRc,126,0-1,Black
kH4uhDRr,43,0-1,White
MqtBQLdE,73,0-1,White
PvkJQdGF,72,0-1,Black
fps17r6w,71,0-1,White
SyfplC7T,72,0-1,Black
zUNCBE6h,50,0-1,Black
ar3CvJxY,57,0-1,White
eprKlULt,70,0-1,Black
RzxvGHPF,53,1-0,White
pMcZTfuA,52,1-0,Black
pg3skOAl,68,1-0,Black
PNq7xWmf,61,1-0,White
ADEQwMNe,74,0-1,Black
AHGYY88y,77,1-0,White
f5UWsQkR,60,0-1,Black
X6j5feT2,81,0-1,White
P5aISiAm,64,0-1,Black
UdipKTC5,63,1-0,White
2jtHZ5VX,64,0-1,Black
9xEPFli6,71,1-0,White
G8rfMhXQ,62,1-0,Black
wSNl2v7l,73,0-1,White
Fb56TNiO,77,1-0,White
3FFPL1GO,54,0-1,Black
5sI052W3,38,0-1,Black
Ys4Kkv0L,40,0-1,Black
QQ8cncJ8,113,0-1,White
GgfXCeWe,94,1-0,Black
dQfFDd6I,60,1-0,Black
77a5ZIUE,87,1-0,White
p3VptyOM,75,1-0,White
GU0dHIpx,92,0-1,Black
CRLVStX4,87,0-1,White
29M8CjQq,46,0-1,Black
OIZbHLnA,94,1-0,Black
HcY9rvoK,33,1-0,White
jQzLqpCe,82,1-0,Black
PytlQFFX,68,0-1,Black
NhMxyP0y,92,1-0,Black
xLR5GAOF,72,1-0,Black
ARUCANae,43,0-1,White
FaZa6F74,84,0-1,Black
FaZa6F74,86,0-1,Black
57TIdI6H,80,0-1,Black
vl7vm0Xb,76,1-0,Black
2xN4tDFr,51,0-1,White
5H9X6FlY,71,1-0,White
EePjc3wv,84,1-0,Black
djUqXxG6,44,0-1,Black
8HkbW4Bp,120,1-0,Black
9i8VgUvw,112,0-1,Black
XvIt6Dqi,62,1-0,Black
AvjpIEHC,29,1-0,White
kAkmFdVh,65,1-0,White
A13pTY5f,81,1-0,White
A13pTY5f,92,1-0,Black
A13pTY5f,99,1-0,White
XE7Wt2mu,90,1-0,Black
KGECRtxV,74,0-1,Black
L8SpOGgr,63,1-0,White
IWiMysk6,52,0-1,Black
rlw4ZudE,74,0-1,Black
cNE1o3Pq,57,1-0,White
HkxTqZaQ,77,1-0,White
Uq4Xco5i,64,0-1,Black
ElxSBMh3,76,1-0,Black
0augh4zj,87,0-1,White
PD6aIrHE,80,1/2-1/2,Black
PD6aIrHE,95,1/2-1/2,White
v6Vk6fwT,70,0-1,Black
Nt0NPZdZ,48,1-0,Black
SGQmO5VS,64,0-1,Black
B1Vi8NsC,56,1-0,Black
7BzULacH,91,1-0,White
UR3D6fPD,82,1-0,Black
M0FGfFz6,139,1/2-1/2,White
6ZBKFii5,64,1-0,Black
AeKmiPif,61,0-1,White
VWPJ7nNq,42,0-1,Black
eWph0gGF,64,0-1,Black
JSO0eKms,68,0-1,Black
48wmQi4C,64,0-1,Black
G9PvCEsN,78,1-0,Black
sB6lnPsI,90,0-1,Black
YEUOPhn8,60,0-1,Black
ha4hdSbX,38,0-1,Black
OwGOxrWD,54,1-0,Black
TtcGU8My,74,1-0,Black
ppgTgCy5,61,1-0,White
KmOJRzu6,60,0-1,Black
9W6Skekw,102,1-0,Black
JG1hBo6S,75,1-0,White
icfh61wQ,56,0-1,Black
LR8yqfPE,75,1-0,White
kRmYMoy3,63,1-0,White
RcBwlyEe,62,0-1,Black
u7Ga7s2O,59,1-0,White
geu5MmN1,125,1-0,White
FYm7X1Wi,128,0-1,Black
MxwtufPv,101,0-1,White
MxwtufPv,106,0-1,Black
fh2f9GrH,73,1-0,White
YIWvTYBT,67,1-0,White
y4Dg9ZIm,111,0-1,White
owTOtm8b,70,0-1,Black
M26PIruC,57,0-1,White
IN4kpGbT,64,1-0,Black
ZIuS4tzp,65,1-0,White
LFtdKkZj,50,1-0,Black
Rkrbi6aE,85,0-1,White
TMPXXqTb,51,1-0,White
Lvgm4nLO,41,1-0,White
vTOceTmY,60,0-1,Black
vTOceTmY,62,0-1,Black
PzZPa6tq,57,1-0,White
YnvuhY2E,91,1-0,White
qbyAR5v7,60,0-1,Black
3pHPMRWu,80,0-1,Black
8h3vv3up,161,1-0,White
Bsl9ts3K,105,0-1,White
3XXWH2EP,60,1-0,Black
t57k18Lq,55,0-1,White
T0GLKeWO,64,0-1,Black
T0GLKeWO,75,0-1,White
TAFf3f8T,114,1-0,Black
cvQvk420,64,1-0,Black
NoAdBRHd,106,1/2-1/2,Black
O5zCF1Br,32,0-1,Black
z6PIeySy,60,1-0,Black
z6PIeySy,66,1-0,Black
5hwJeaTL,66,1-0,Black
UfRmy2o9,54,1-0,Black
HSkmmaBw,70,1-0,Black
nHrqzWhW,64,0-1,Black
jbJJcWjg,68,1-0,Black
ojpvUh0s,50,0-1,Black
gawDx4x9,58,0-1,Black
OvV6TQMX,83,0-1,White
CgXpCx1G,104,0-1,Black
AvxZWRQ3,61,0-1,White
TunyQj60,59,0-1,White
xaoM4WB4,58,1-0,Black
uSHgz3ge,70,1-0,Black
uSHgz3ge,74,1-0,Black
T8gAM8Wg,74,0-1,Black
K6V8Q1qk,36,0-1,Black
7e7EXLFg,71,1-0,White
va9npNrI,64,0-1,Black
mTVfy8jD,167,0-1,White
rWuxfqw7,72,1-0,Black
0HMqBG1m,62,0-1,Black
SPlz4XSX,95,0-1,White
oODrOfSB,70,0-1,Black
E352ckK4,57,0-1,White
fH40GYgI,62,0-1,Black
WH0C97BB,62,0-1,Black
yWg8U4DI,64,1-0,Black
0RAYqeCt,115,0-1,White
P5mm0ncn,91,1-0,White
OdGKTeYt,96,0-1,Black
5t6K6AXT,51,1-0,White
xsyKurQ1,51,1-0,White
a0kJjXDo,68,0-1,Black
lw1V9Lwv,57,1-0,White
9qUWRhfK,61,1-0,White
TQkOHHD6,60,0-1,Black
kvuN0jxl,133,0-1,White
91t7pMN7,47,1-0,White
91t7pMN7,59,1-0,White
8PAV9iw0,51,1-0,White
yU5GY3Vx,48,1-0,Black
Hff2twH7,84,1-0,Black
swFxgROu,81,1-0,White
5G1DaO0t,66,0-1,Black
5G1DaO0t,68,0-1,Black
FWAIS83j,98,1-0,Black
H9FFAnsZ,51,1-0,White
vilDWCGd,74,1-0,Black
vFl77e8W,47,1-0,White
WmeMaikU,75,0-1,White
WmeMaikU,80,0-1,Black
s9vfLMMR,74,0-1,Black
CYuMhKyM,122,1/2-1/2,Black
9bzv3yVz,74,1-0,Black
Jw79VgD9,110,0-1,Black
tLKCMJsp,41,1-0,White
wZcQCLGg,55,1-0,White
U94uKImp,67,1-0,White
imU3XCIv,64,0-1,Black
4Lb1WSCW,95,1-0,White
Qkl5r5Fv,63,1-0,White
iPAl93HC,87,1-0,White
FoKmUhaG,99,0-1,White
8ypershP,63,0-1,White
QgBbTzCY,122,1-0,Black
QgBbTzCY,132,1-0,Black
6o5K8PCQ,126,0-1,Black
xAz7Ea2O,75,1-0,White
LQE5PVB5,67,0-1,White
G9cEmPue,100,0-1,Black
fzEYOVkF,129,1-0,White
RCbvYeOE,56,0-1,Black
dDD3Mwgu,78,1-0,Black
o2duhcnK,90,0-1,Black
MbUBCWfV,77,0-1,White
32FxzzQ7,61,0-1,White
XQm40YTz,78,1-0,Black
4yCG5ENc,75,1-0,White
EQVDDRy7,57,1-0,White
nMX05XBe,57,1-0,White
KdO3uTel,133,1-0,White
fWn4ncMY,69,0-1,White
6NGuIBkQ,73,0-1,White
ty3kHJZk,58,1-0,Black
cbpu0Ke8,51,1-0,White
cbpu0Ke8,55,1-0,White
PFZzkiDa,51,0-1,White
KJjguXOr,80,0-1,Black
9IDYgl7a,57,0-1,White
2C8Cpvgr,44,1-0,Black
E79si2O3,46,1-0,Black
zP499BSD,74,0-1,Black
fIY2CI8D,89,0-1,White
Kubsldg7,73,0-1,White
b5gxlY30,55,1-0,White
X63ARDSy,118,1/2-1/2,Black
KFXkCum8,61,0-1,White
wXeLS9EF,63,1-0,White
YVtdWcUs,93,1-0,White
yQ0TAyvz,80,1-0,Black
o3fJxG3F,127,1-0,White
KEIVTCzU,118,0-1,Black
5KwuuQa5,74,1-0,Black
5EzqQnSa,80,1-0,Black
TtMQ2NXX,73,1-0,White
46ovFtGX,54,0-1,Black
46ovFtGX,60,0-1,Black
W2OVBZZj,97,0-1,White
Do3kCKSQ,122,1-0,Black
K7LUTOoG,65,1-0,White
J5j9iP36,78,0-1,Black
Hycv7kdK,41,1-0,White
0uy9ARLb,83,1-0,White
FZcYChu6,68,0-1,Black
eDtzKSbo,88,0-1,Black
M0J4lDLS,93,1-0,White
57B9imcC,104,1-0,Black
XOidcKlA,45,1-0,White
sKkmgLcI,57,1-0,White
Lim4qBad,79,1-0,White
Lim4qBad,81,1-0,White
W1IC5xQ4,47,0-1,White
XpL2l9Qc,59,0-1,White
YeDVUoIE,99,0-1,White
S8WHjRtd,114,0-1,Black
odHQQ5ux,42,0-1,Black
M0GGwNcP,32,0-1,Black
8a5s3302,62,0-1,Black
JN5ajTVc,55,0-1,White
fYru93L2,66,1-0,Black
U9XtpRKR,99,0-1,White
dksB8Y4u,69,1-0,White
9ygKFrtG,98,1-0,Black
S44yC7sU,67,0-1,White
JeknV2Ih,76,1-0,Black
VmiwedUC,85,0-1,White
SrBrhLSX,65,1-0,White
l03DVecd,36,1-0,Black
YD7tSviZ,95,1-0,White
8QbyO4NR,72,0-1,Black
b5EGBlHy,64,1-0,Black
kLX9fLSm,74,1-0,Black
aIpxIMqC,38,1-0,Black
aIpxIMqC,57,1-0,White
RzAVzhVQ,77,0-1,White
kwhzfvdE,75,1-0,White
